Energy (eV), initial Intensity (a.u.), Intensity (a.u.)
3.057802327875320803e+00,-5.399999999999999419e-03,1.866466469559532455e-06
3.053886316619052188e+00,9.799999999999999684e-03,2.228240579790136086e-06
3.050055343746156389e+00,2.819999999999999937e-02,2.645992869612484041e-06
3.046159137249121684e+00,3.219999999999999946e-02,3.146532628045197311e-06
3.042347514598361169e+00,2.759999999999999953e-02,3.722239911192212692e-06
3.038470962999264557e+00,2.179999999999999646e-02,4.409327402270524909e-06
3.034604277813127027e+00,2.100000000000000130e-02,5.213182615805943011e-06
3.030821499278957720e+00,1.839999999999999969e-02,6.132350102109173636e-06
3.026974246307823968e+00,1.760000000000000453e-02,7.222965507491304996e-06
3.023210454456797258e+00,3.100000000000000672e-02,8.465252526979183666e-06
3.019382487581571795e+00,4.240000000000000713e-02,9.933640704296332270e-06
3.015564202334630295e+00,3.679999999999999938e-02,1.163502457448201594e-05
3.011828714386340256e+00,1.959999999999999937e-02,1.356202715638937571e-05
3.008029498095722953e+00,6.600000000000001699e-03,1.582689763120034745e-05
3.004312642341425477e+00,-6.000000000000004895e-04,1.838257565880674338e-05
3.000532352514155843e+00,1.640000000000000485e-02,2.137524073697663946e-05
2.996833989897769612e+00,3.200000000000001021e-03,2.473975727886051782e-05
2.993072485457046739e+00,1.000000000000001756e-03,2.866516170929011759e-05
2.989392478302796530e+00,1.800000000000001902e-03,3.306229222592479679e-05
2.985649619570451829e+00,-1.199999999999999678e-02,3.817392131246868020e-05
2.981916121585225454e+00,-2.460000000000000381e-02,4.399854560673322927e-05
2.978263480244986106e+00,-2.339999999999999719e-02,5.048802739242065640e-05
2.974548420370858981e+00,8.000000000000041583e-04,5.799161006143623096e-05
2.970913795581963779e+00,1.119999999999999989e-02,6.632220626781594431e-05
2.967217037568796734e+00,1.779999999999999638e-02,7.592079810348312762e-05
2.963600296360029418e+00,2.079999999999999905e-02,8.654013729116927266e-05
2.959921705296827632e+00,2.899999999999999453e-02,9.873336857263975274e-05
2.956322716002288686e+00,3.119999999999999510e-02,1.121767394867072791e-04
2.952662158300790818e+00,3.339999999999999913e-02,1.275595634530805693e-04
2.949080790543915143e+00,4.860000000000000431e-02,1.444616875200527685e-04
2.945438133922420931e+00,6.479999999999999649e-02,1.637365828774231590e-04
2.941874258600237102e+00,7.699999999999999900e-02,1.848437099793025272e-04
2.938318997180161762e+00,7.420000000000000207e-02,2.083467573186594576e-04
2.934702861335289903e+00,6.439999999999998503e-02,2.350150891903607299e-04
2.931164901664145006e+00,7.940000000000001223e-02,2.640731686319056169e-04
2.927566342430824253e+00,6.380000000000000948e-02,2.969356428606128489e-04
2.924045558516282561e+00,7.740000000000001046e-02,3.326252186594671274e-04
2.920464448055771545e+00,7.560000000000000053e-02,3.728553292024471564e-04
2.916960715125852754e+00,5.560000000000000359e-02,4.164042080448662124e-04
2.913396926836144818e+00,3.219999999999999252e-02,4.653344853456512289e-04
2.909910121324478460e+00,2.500000000000000139e-02,5.181306242133052863e-04
2.906431651978248709e+00,1.580000000000000154e-02,5.760704301294381760e-04
2.902893529356681324e+00,1.240000000000000130e-02,6.408587442734400884e-04
2.899431804896298370e+00,1.419999999999999561e-02,7.104334504168402249e-04
2.895910693850860529e+00,4.200000000000001475e-03,7.879859380094459938e-04
2.892465593655237033e+00,1.379999999999999977e-02,8.710058629694787538e-04
2.888961371790689903e+00,-5.600000000000000810e-03,9.632553843686399902e-04
2.885532776394480248e+00,6.200000000000005854e-03,1.061700702268375453e-03
2.882112309408702000e+00,2.100000000000000130e-02,1.168567659768796367e-03
2.878633113566719359e+00,2.819999999999999590e-02,1.286765792983984944e-03
2.875228974888121236e+00,2.039999999999999453e-02,1.412321576665065111e-03
2.871832877854463284e+00,1.199999999999999505e-02,1.547999005791973227e-03
2.868378440897524584e+00,1.440000000000000134e-02,1.697376674134813733e-03
2.864998498186271281e+00,1.379999999999999630e-02,1.855331084985805496e-03
2.861560473542104077e+00,5.199999999999995424e-03,2.028708588527129968e-03
2.858196570164115879e+00,1.199999999999997510e-03,2.211488054749966015e-03
2.854840566363531451e+00,6.599999999999995627e-03,2.407530715090670879e-03
2.851426863200496875e+00,-4.599999999999999922e-03,2.621751050308772629e-03
2.848086728834581471e+00,-1.479999999999999892e-02,2.846580026518863958e-03
2.844754410516414644e+00,-1.679999999999999549e-02,3.086660820891672964e-03
2.841364771659677491e+00,-1.419999999999999908e-02,3.347838867165206511e-03
2.838048155268698913e+00,-1.060000000000000005e-02,3.620739388138555139e-03
2.834739272569325230e+00,-1.879999999999999727e-02,3.910880775215733011e-03
2.831373444457129906e+00,-2.820000000000000284e-02,4.225131059899913180e-03
2.828080098526661423e+00,-3.200000000000000067e-02,4.552047051151034834e-03
2.824794405084629645e+00,-2.879999999999999574e-02,4.898111773915544628e-03
2.821516337489760495e+00,-2.819999999999999937e-02,5.263923392865795664e-03
2.818181818181818343e+00,-2.959999999999999784e-02,5.657835453118361356e-03
2.814919071076706469e+00,-3.440000000000000696e-02,6.065255114056239578e-03
2.811663870119268882e+00,-3.640000000000000180e-02,6.494074432724268597e-03
2.808352584137337349e+00,-3.199999999999999373e-02,6.953836268963069396e-03
2.805112543829883620e+00,-3.019999999999999421e-02,7.427309989106352373e-03
2.801879971077367859e+00,-3.960000000000000325e-02,7.923523774396073333e-03
2.798654840092987595e+00,-2.399999999999999356e-02,8.442834382141148342e-03
2.795374106720169838e+00,-1.159999999999999573e-02,8.996425966306773048e-03
2.792163927043458393e+00,-1.479999999999999719e-02,9.563263515847797436e-03
2.788961111985785113e+00,-1.119999999999999989e-02,1.015395759181824883e-02
2.785765636232925946e+00,-3.999999999999958992e-04,1.076864229046717650e-02
2.782515034557041744e+00,3.660000000000000753e-02,1.142015248389089375e-02
2.779334304606074113e+00,5.360000000000000875e-02,1.208343173069027603e-02
2.776160838221465976e+00,6.020000000000000351e-02,1.277070339855558047e-02
2.772994610550797212e+00,5.299999999999999850e-02,1.348182439944191173e-02
2.769773727355982817e+00,5.359999999999999487e-02,1.423121689177674239e-02
2.766622043730477376e+00,5.399999999999999939e-02,1.498975507193490118e-02
2.763477524459004631e+00,3.859999999999998849e-02,1.577124034256507934e-02
2.760340145140465662e+00,2.579999999999999655e-02,1.657521152840478462e-02
2.757209881484445901e+00,1.839999999999999275e-02,1.740112414582484571e-02
2.754025541365908047e+00,-1.600000000000003112e-03,1.826517006582114785e-02
2.750909574940101354e+00,-1.499999999999999598e-02,1.913339052910165150e-02
2.747800651494670898e+00,-2.079999999999998864e-02,2.002139468120900725e-02
2.744698747177829912e+00,-3.559999999999999276e-02,2.092829712441435924e-02
2.741603838245373570e+00,-3.179999999999998800e-02,2.185312810914642398e-02
2.738515901060070590e+00,-2.519999999999999671e-02,2.279483453562323320e-02
2.735374569840289372e+00,-2.599999999999999534e-02,2.377120413746674002e-02
2.732300641209263414e+00,-6.799999999999997019e-03,2.474344840071135768e-02
2.729233613593344376e+00,9.599999999999999159e-03,2.572889888733914665e-02
2.726173463779267614e+00,1.839999999999999969e-02,2.672618603972547191e-02
2.723120168657765294e+00,5.020000000000000157e-02,2.773386828715805261e-02
2.720073705222980198e+00,3.520000000000000212e-02,2.875043553461939863e-02
2.716974517408357048e+00,2.279999999999999735e-02,2.979445123401394321e-02
2.713941781571460155e+00,2.199999999999999872e-02,3.082409839827243009e-02
2.710915808574364316e+00,3.740000000000000269e-02,3.185769605201266286e-02
2.707896575821103990e+00,4.580000000000000737e-02,3.289350144779109447e-02
2.704884060816264313e+00,4.320000000000000229e-02,3.392972633533634930e-02
2.701878241164422434e+00,3.699999999999999817e-02,3.496454250656980123e-02
2.698879094569594184e+00,4.780000000000000221e-02,3.599608760231751137e-02
2.695886598834681180e+00,5.320000000000000423e-02,3.702247115240936415e-02
2.692900731860924601e+00,3.940000000000000446e-02,3.804178081918747900e-02
2.689921471647359841e+00,4.980000000000001092e-02,3.905208881299042367e-02
2.686890574214517713e+00,6.859999999999999432e-02,4.007093153754507503e-02
2.683924590376831620e+00,7.220000000000000029e-02,4.105715202948938269e-02
2.680965147453083119e+00,6.500000000000000222e-02,4.202852296938090065e-02
2.678012223829989491e+00,5.679999999999998939e-02,4.298312147928907284e-02
2.675065797989385707e+00,6.420000000000000706e-02,4.391904284491865429e-02
2.672125848507703960e+00,6.700000000000000400e-02,4.483440724887190199e-02
2.669192354055450522e+00,5.879999999999999810e-02,4.572736643377645765e-02
2.666265293396692826e+00,6.139999999999999625e-02,4.659611026066527023e-02
2.663344645388547871e+00,6.600000000000000311e-02,4.743887312870204154e-02
2.660430388980669303e+00,5.059999999999999221e-02,4.825394022327411658e-02
2.657522503214744702e+00,4.139999999999999930e-02,4.903965356062214842e-02
2.654620967223994210e+00,5.199999999999999761e-02,4.979441779854298922e-02
2.651725760232667373e+00,5.279999999999999971e-02,5.051670578425870167e-02
2.648836861555550648e+00,7.779999999999999416e-02,5.120506381228082105e-02
2.645954250597473578e+00,8.899999999999999578e-02,5.185811656701369565e-02
2.643077906852818959e+00,9.839999999999998748e-02,5.247457172689309890e-02
2.640207809905037450e+00,9.679999999999998328e-02,5.305322420904851760e-02
2.637343939426164852e+00,9.420000000000000595e-02,5.359296003578083861e-02
2.634486275176340708e+00,1.005999999999999950e-01,5.409275980654572324e-02
2.631634797003331805e+00,1.100000000000000006e-01,5.455170176160442641e-02
2.628789484842060542e+00,9.179999999999999272e-02,5.496896442603319000e-02
2.625950318714131537e+00,8.580000000000001514e-02,5.534382882534542164e-02
2.623117278727364887e+00,8.920000000000000151e-02,5.567568026655763530e-02
2.620290345075333427e+00,8.319999999999999618e-02,5.596400968110541024e-02
2.617469498036897768e+00,7.780000000000000804e-02,5.620841452856756293e-02
2.614654717975751108e+00,7.219999999999998641e-02,5.640859926266417884e-02
2.611845985339961373e+00,7.000000000000000666e-02,5.656437536344806338e-02
2.609043280661518693e+00,7.660000000000001530e-02,5.667566094198247389e-02
2.606246584555887313e+00,6.840000000000000246e-02,5.674247992608440205e-02
2.603455877721556178e+00,7.140000000000000513e-02,5.676496083789175223e-02
2.600671140939597059e+00,8.079999999999999682e-02,5.674333517607400845e-02
2.597892355073222692e+00,8.580000000000001514e-02,5.667793541743794405e-02
2.595173813859065426e+00,8.340000000000000191e-02,5.657173827342892175e-02
2.592406756982772897e+00,5.899999999999998995e-02,5.642101337561799407e-02
2.589645594469853762e+00,4.359999999999999293e-02,5.622807931962226641e-02
2.586890307506154230e+00,2.659999999999999171e-02,5.599364378948505638e-02
2.584140877357507637e+00,1.639999999999999097e-02,5.571850045305364735e-02
2.581397285369306349e+00,2.000000000000055119e-04,5.540352508406570786e-02
2.578659512966082090e+00,-1.460000000000000013e-02,5.504967144775962246e-02
2.575927541651086283e+00,-2.820000000000000284e-02,5.465796697458048109e-02
2.573201353005872605e+00,-1.879999999999999727e-02,5.422950824702725547e-02
2.570480928689883982e+00,-1.019999999999998859e-02,5.376545632499095395e-02
2.567819424311451826e+00,-1.280000000000000061e-02,5.327712733066239381e-02
2.565110361804679329e+00,-2.220000000000001139e-02,5.274624232244402161e-02
2.562407009423044890e+00,-1.999999999999999695e-02,5.218355909894518280e-02
2.559709349131969347e+00,-1.179999999999999799e-02,5.159044671646378227e-02
2.557017362972739072e+00,4.000000000000005287e-03,5.096831390117769617e-02
2.554331033062107181e+00,1.320000000000000687e-02,5.031860393473090026e-02
2.551702850087457453e+00,8.599999999999996536e-03,4.965628225608975654e-02
2.549027669284216646e+00,2.100000000000000130e-02,4.895632854526185684e-02
2.546358091874242557e+00,2.640000000000000333e-02,4.823325412435601478e-02
2.543694100270780023e+00,1.160000000000000267e-02,4.748858966550092292e-02
2.541035676960593293e+00,2.040000000000000493e-02,4.672387551605577255e-02
2.538382804503582335e+00,4.340000000000000108e-02,4.594065696460396253e-02
2.535787321063394550e+00,4.359999999999999293e-02,4.515632260010484650e-02
2.533145390288247256e+00,5.980000000000001287e-02,4.434101553710625282e-02
2.530508958818007414e+00,5.779999999999999721e-02,4.351179435763664199e-02
2.527878009499928691e+00,4.739999999999999075e-02,4.267017993441312579e-02
2.525252525252525082e+00,6.199999999999999956e-02,4.181767679786322495e-02
2.522683810066322252e+00,5.359999999999999487e-02,4.097275068070112963e-02
2.520069098668834329e+00,4.559999999999999470e-02,4.010304208186871167e-02
2.517459801851551049e+00,4.559999999999999470e-02,3.922679704913050597e-02
2.514855902812988209e+00,2.819999999999999590e-02,3.834542150645017800e-02
2.512308284539173986e+00,2.859999999999999348e-02,3.747767308905926298e-02
2.509715025906735786e+00,2.619999999999999413e-02,3.659016215809926531e-02
2.507127115388503746e+00,9.999999999999959008e-04,3.570152047316685340e-02
2.504544536457281367e+00,-5.599999999999999943e-03,3.481302548793463458e-02
2.502017756255044301e+00,-1.599999999999998776e-03,3.394329926836226613e-02
2.499445687448348163e+00,-5.999999999999983211e-04,3.305876115980293378e-02
2.496878901373283277e+00,5.400000000000002021e-03,3.217804343930660144e-02
2.494317381771367526e+00,1.500000000000000291e-02,3.130237898563396209e-02
2.491811185016980623e+00,1.799999999999999864e-02,3.045002324268857724e-02
2.489260047376239626e+00,2.060000000000000026e-02,2.958823534734001878e-02
2.486714128145994351e+00,1.559999999999999408e-02,2.873567812959459955e-02
2.484223179404988713e+00,2.260000000000000203e-02,2.791057183216725385e-02
2.481687547532321680e+00,4.460000000000000075e-02,2.708217068272675276e-02
2.479157086590559000e+00,4.100000000000000172e-02,2.627008362007388770e-02
2.476631780778141501e+00,4.460000000000000075e-02,2.547835019826952610e-02
2.474160980086994588e+00,5.220000000000000334e-02,2.472726425257127866e-02
2.471645837070700846e+00,5.460000000000000270e-02,2.399440228897973051e-02
2.469135802469135665e+00,6.139999999999998931e-02,2.330587092933210369e-02
2.466679928386712017e+00,6.720000000000000973e-02,2.268841636322538671e-02
2.464179964627094321e+00,7.359999999999999876e-02,2.213791229274762393e-02
2.461685063130310436e+00,7.919999999999999263e-02,2.169607884088884178e-02
2.459243980802030549e+00,7.820000000000000562e-02,2.140615763751932063e-02
2.456759059299030934e+00,7.099999999999999367e-02,2.130845423109001963e-02
2.454327731924073941e+00,6.939999999999998948e-02,2.147404958272723305e-02
2.451852730652113621e+00,6.939999999999998948e-02,2.200033777052256417e-02
2.449382716049382847e+00,6.179999999999999383e-02,2.300670172376406003e-02
2.446965959546127500e+00,7.080000000000000182e-02,2.460761976659063544e-02
2.444505776130584174e+00,8.039999999999999925e-02,2.705856910544766208e-02
2.442050534690903607e+00,8.980000000000000482e-02,3.057709700945910811e-02
2.439648218466563101e+00,1.038000000000000173e-01,3.535140298660849334e-02
2.437202720232713560e+00,9.900000000000000466e-02,4.192950283714035054e-02
2.434809927741124813e+00,1.160000000000000059e-01,5.046887727840192184e-02
2.432374114831597378e+00,1.237999999999999934e-01,6.181289996143586596e-02
2.429943170683911191e+00,1.481999999999999984e-01,7.640381407201835007e-02
2.427564604541895044e+00,1.872000000000000053e-01,9.450889628715689050e-02
2.425143259470771362e+00,2.159999999999999976e-01,1.175913032688007953e-01
2.422774076317383507e+00,2.220000000000000029e-01,1.455338975583762018e-01
2.420362273579012680e+00,2.345999999999999752e-01,1.803211854237798395e-01
2.418002418002417553e+00,2.433999999999999775e-01,2.214713727485789763e-01
2.415600101299359093e+00,2.614000000000000212e-01,2.715507720793187696e-01
2.413202553323991584e+00,3.104000000000000092e-01,3.307286031464561349e-01
2.410856631799976668e+00,3.661999999999999700e-01,3.984101652443928221e-01
2.408468485966786421e+00,4.286000000000000365e-01,4.780523230982194338e-01
2.406131755117880910e+00,5.106000000000000538e-01,5.671203701818647858e-01
2.403752956228434101e+00,5.794000000000000261e-01,6.695863043680397864e-01
2.401425362150437781e+00,6.727999999999999536e-01,7.815923542729354967e-01
2.399055855437537410e+00,7.990000000000000435e-01,9.074920231917725788e-01
2.396737344646964640e+00,9.304000000000000048e-01,1.041900475927236114e+00
2.394377075770448560e+00,1.096600000000000019e+00,1.189368844062270281e+00
2.392067595200431995e+00,1.261399999999999855e+00,1.342933670209313313e+00
2.389716510243018899e+00,1.422800000000000065e+00,1.507131858272086733e+00
2.387416007239261617e+00,1.577599999999999891e+00,1.673586028697980677e+00
2.385074052702442771e+00,1.776400000000000201e+00,1.846606867926910311e+00
2.382782475019216140e+00,1.963399999999999812e+00,2.016818592097391338e+00
2.380449597819201291e+00,2.161399999999999988e+00,2.188119733327176686e+00
2.378166893615389021e+00,2.345600000000000129e+00,2.350790923987337244e+00
2.375843041079092721e+00,2.547999999999999599e+00,2.508176148881033907e+00
2.373569158914283772e+00,2.730999999999999872e+00,2.651041621461875497e+00
2.371254278775362323e+00,2.881199999999999761e+00,2.782082510576061818e+00
2.368989167605983770e+00,3.019399999999999640e+00,2.893442058537251782e+00
2.366728379745385968e+00,3.123199999999999310e+00,2.985482931464993772e+00
2.364426817176416673e+00,3.213999999999999968e+00,3.057428852560096555e+00
2.362174724730444986e+00,3.256799999999999695e+00,3.104940632920105692e+00
2.359882005899704982e+00,3.268399999999999750e+00,3.128907097835483153e+00
2.357638558798364592e+00,3.234799999999999898e+00,3.127968972936328029e+00
2.355354632830604089e+00,3.189200000000000035e+00,3.102250478643764353e+00
2.353119781387581266e+00,3.094800000000000217e+00,3.053483031415348048e+00
2.350889166951048104e+00,2.973000000000000309e+00,2.982635400330965858e+00
2.348618292706024846e+00,2.834999999999999964e+00,2.889389803837337567e+00
2.346396200351959394e+00,2.695200000000000262e+00,2.779541941285988305e+00
2.344133993723770182e+00,2.532399999999999984e+00,2.651230391074724579e+00
2.341920374707259889e+00,2.352600000000000247e+00,2.512190415234103469e+00
2.339710932488018535e+00,2.184799999999999631e+00,2.362854307524870467e+00
2.337461592112952236e+00,2.030800000000000161e+00,2.202876213862008381e+00
2.335260551046158817e+00,1.890800000000000036e+00,2.041383493253845938e+00
2.333019755409219353e+00,1.727200000000000069e+00,1.874722029960217196e+00
2.330827067669173136e+00,1.572200000000000042e+00,1.711969174144800432e+00
2.328638497652582018e+00,1.425200000000000022e+00,1.552123451945949695e+00
2.326410386296692501e+00,1.310000000000000275e+00,1.394121888599064274e+00
2.324230098779779041e+00,1.188799999999999857e+00,1.245851375898053615e+00
2.322053894121832940e+00,1.097599999999999909e+00,1.105497142167150670e+00
2.319838359649779136e+00,1.014199999999999990e+00,9.715443953365192620e-01
2.317670367462898451e+00,9.193999999999999950e-01,8.499620385668453793e-01
2.315506423662981650e+00,8.401999999999999469e-01,7.384430696136881078e-01
2.313303359886573762e+00,7.600000000000000089e-01,6.352156817756687834e-01
2.311147559316347966e+00,6.977999999999998648e-01,5.442461152777633426e-01
2.308995773048060585e+00,6.329999999999998961e-01,4.631329125960725879e-01
2.306805074971165048e+00,5.834000000000001407e-01,3.901039547962281695e-01
2.304661363467400470e+00,5.315999999999999615e-01,3.274624492253794261e-01
2.302521632562112508e+00,4.747999999999999998e-01,2.730466310532679297e-01
2.300385871178391550e+00,4.388000000000000234e-01,2.261655770758901618e-01
2.298211472523399301e+00,4.138000000000000012e-01,1.853655175154070023e-01
2.296083695954078685e+00,3.976000000000000090e-01,1.515146491724903566e-01
2.293959855702525363e+00,3.656000000000000361e-01,1.230442434197384638e-01
2.291797582523195320e+00,3.303999999999999715e-01,9.885117457078466952e-02
2.289681660388507289e+00,3.039999999999999925e-01,7.924509397736761995e-02
2.287569641737077220e+00,2.959999999999999853e-01,6.312863717775850370e-02
2.285461515777057251e+00,2.859999999999999765e-01,4.997783621083362604e-02
2.283315226398070052e+00,2.436000000000000110e-01,3.913402703382327930e-02
2.281214930919660766e+00,2.275999999999999968e-01,3.060330988959038614e-02
2.279118495781792486e+00,1.971999999999999864e-01,2.379113197050132869e-02
2.277025910351285987e+00,1.621999999999999831e-01,1.838896855025242208e-02
2.274937164033977055e+00,1.227999999999999647e-01,1.413420417228984476e-02
2.272810586898346585e+00,1.093999999999999834e-01,1.074719921823475213e-02
2.270729563433929066e+00,9.779999999999998417e-02,8.173604676870956098e-03
2.268652347323356189e+00,9.739999999999997271e-02,6.186759384000976858e-03
2.266578928127513048e+00,9.540000000000001257e-02,4.662612420329944468e-03
2.264467941342975355e+00,8.120000000000000828e-02,3.480503026865412915e-03
2.262402160229159520e+00,8.679999999999998828e-02,2.604861026465334680e-03
2.260340144734683143e+00,8.339999999999998803e-02,1.945185262040957392e-03
2.258281884572656661e+00,1.021999999999999992e-01,1.450932852599176636e-03
2.256227369493622348e+00,1.184000000000000052e-01,1.082521125865277102e-03
2.254176589285389554e+00,1.181999999999999995e-01,8.091979221853745022e-04
2.252088630584816453e+00,1.035999999999999976e-01,6.038144848261126768e-04
2.250045363817818611e+00,9.319999999999999118e-02,4.560350878624678237e-04
2.248005801305293705e+00,9.819999999999998175e-02,3.474981005091656730e-04
2.245969932983155282e+00,8.319999999999998230e-02,2.678849944000864965e-04
2.243937748823742417e+00,7.799999999999999989e-02,2.094749834029621650e-04
2.241909238835653628e+00,9.160000000000000087e-02,1.665311992155244294e-04
2.239884393063583889e+00,8.780000000000000304e-02,1.348197346145339423e-04
2.237822814964537610e+00,7.220000000000000029e-02,1.108308818875276250e-04
2.235805340689854148e+00,6.079999999999999294e-02,9.321278211236323742e-05
2.233791500783628425e+00,6.600000000000000311e-02,7.979560879564458393e-05
2.231781285434027318e+00,6.219999999999999141e-02,6.940763692091097236e-05
2.229774684864505030e+00,6.459999999999997689e-02,6.120947855570128154e-05
2.227771689333644556e+00,4.119999999999998663e-02,5.460252580383568265e-05
2.225772289135000026e+00,2.939999999999999211e-02,4.916145047999500092e-05
2.223776474596940389e+00,2.079999999999999558e-02,4.458482529964649958e-05
2.221784236082492647e+00,-2.200000000000000133e-03,4.065927480998199925e-05
2.219755826859045378e+00,-1.160000000000000267e-02,3.716943085356086651e-05
2.217770782658463169e+00,-5.999999999999996655e-03,3.414327125365752407e-05
2.215789285586648116e+00,-1.219999999999999904e-02,3.143148779347038172e-05
2.213811326144397462e+00,-1.960000000000000284e-02,2.897894484645098311e-05
2.211836894866397785e+00,-9.599999999999993955e-03,2.674523661799062485e-05
2.209865982321072231e+00,-2.199999999999997530e-03,2.470019299762547726e-05
2.207898579110430415e+00,2.340000000000000413e-02,2.282076650736421808e-05
2.205934675869920980e+00,2.679999999999999744e-02,2.108888714868837878e-05
2.203974263268280609e+00,4.779999999999999527e-02,1.948999084100720643e-05
2.202017332007387473e+00,4.239999999999999325e-02,1.801201347154154282e-05
2.200063872822114242e+00,5.299999999999999156e-02,1.664470470810940086e-05
2.198113876480181528e+00,5.600000000000000117e-02,1.537916006184818484e-05
2.196167333782012676e+00,6.479999999999999649e-02,1.420750106099148675e-05
2.194224235560588987e+00,7.340000000000000691e-02,1.312265541913037183e-05
2.192284572681305388e+00,6.779999999999999916e-02,1.211820441749397067e-05
2.190348336041828770e+00,7.720000000000001861e-02,1.118827531842027883e-05
2.188415516571952768e+00,5.719999999999999390e-02,1.032746389530292674e-05
2.186486105233460098e+00,5.279999999999999277e-02,9.530777112293621709e-06
2.184560093019978222e+00,4.059999999999999720e-02,8.793589331303652330e-06
2.182637470956839909e+00,5.899999999999999689e-02,8.111607668347036861e-06
2.180718230100946009e+00,6.039999999999998842e-02,7.480843617340573051e-06
2.178802361540624233e+00,5.899999999999998995e-02,6.897589050085678780e-06
2.176889856395491929e+00,5.719999999999999390e-02,6.358395352896730118e-06
2.174980705816319304e+00,4.099999999999999478e-02,5.860054886516772316e-06
2.173074900984893532e+00,2.819999999999999937e-02,5.399584233076243788e-06
2.171172433113881528e+00,1.040000000000000299e-02,4.974208873123156108e-06
2.169273293446695394e+00,-2.886579864025406873e-18,4.581349051247423225e-06
2.167377473257358744e+00,1.900000000000000647e-02,4.218606663005835070e-06
2.165484963850372147e+00,1.039999999999999779e-02,3.883753043459708504e-06
2.163595756560580785e+00,-1.200000000000000719e-02,3.574717568242901563e-06
2.161747528808772412e+00,-1.999999999999998307e-03,3.295057407188498061e-06
2.159864834265210476e+00,-2.120000000000000356e-02,3.031600394468886379e-06
2.157985416195332462e+00,-2.560000000000000123e-02,2.788626683294068017e-06
2.156109266053450657e+00,-1.799999999999999864e-02,2.564595586123002159e-06
2.154236375323569597e+00,-1.100000000000000283e-02,2.358077756028759431e-06
2.152366735519258611e+00,-4.600000000000002524e-03,2.167747530159751955e-06
2.150500338183520821e+00,1.019999999999999553e-02,1.992375767740628723e-06
2.148637174888669232e+00,-4.600000000000002524e-03,1.830823152874415859e-06
2.146777237236197511e+00,9.999999999999972019e-04,1.682033934210488969e-06
2.144920516856653414e+00,1.559999999999999581e-02,1.545030075156867503e-06
2.143104044244728446e+00,1.640000000000000138e-02,1.421327185941490768e-06
2.141253669487134914e+00,4.039999999999999841e-02,1.305050825994964530e-06
2.139406487232573983e+00,3.979999999999999510e-02,1.198054095300436488e-06
2.137562489225995233e+00,4.119999999999999357e-02,1.099617570582685633e-06
2.135721667240785493e+00,4.759999999999999648e-02,1.009075709321142039e-06
2.133884013078644060e+00,4.159999999999999115e-02,9.258129813665417194e-07
2.132086177547757089e+00,2.819999999999999590e-02,8.507290305519067866e-07
2.130254771598893537e+00,2.520000000000000365e-02,7.802414627668088820e-07
2.128426509208877437e+00,1.880000000000000074e-02,7.154610287868436850e-07
