#Name:: Glass1_UV;Timestamp:: 2026-Feb-13 14:02:25;Device:: Ossila Spectrometer (COM3);Colour:: (57: 207: 25);Integration Time (ms):: 60.0;Accumulation Number:: 1;Averaging Number:: 1;Delay #Time:: 0;Trigger Mode:: Internal;Measurement Type:: Transmission/Reflection;Comments:: 
#Wavelength (nm),Intensity,Smoothed,Background,Reference
514.34,0.04652694756874131,0.04765025931036327,1714.0,40987.0
514.85,0.044594955453596485,0.04679407439708971,1701.0,41193.0
515.35,0.04476455634911028,0.04635148701314871,1665.0,41305.0
515.86,0.04598451862602806,0.04616323733705449,1662.0,41340.0
516.36,0.04494598301292077,0.04649383437994921,1657.0,41561.0
516.87,0.04185085527580242,0.04754340650786124,1683.0,41624.0
517.37,0.04628699851766844,0.04948677017434957,1662.0,41826.0
517.88,0.04961877390085746,0.051521931618173936,1644.0,42101.0
518.38,0.04909172091274411,0.05447717597171155,1661.0,42553.0
518.89,0.05127303418202279,0.058339072019131716,1674.0,42654.0
519.39,0.05702266884786165,0.06325305036440379,1647.0,42790.0
519.9,0.06402859211847976,0.06870865217588598,1664.0,42809.0
520.4,0.06511617078735392,0.07531345195398961,1698.0,42954.0
520.91,0.07553696216140417,0.08325182855311145,1700.0,42787.0
521.41,0.08356494348712247,0.09245171016460861,1691.0,43176.0
521.92,0.09099063872852313,0.10222674323988101,1726.0,43477.0
522.42,0.10084301663249032,0.11285015148250203,1656.0,43890.0
522.93,0.11566677168189388,0.12452115480130464,1676.0,44438.0
523.43,0.12847548690396238,0.13669391834318634,1691.0,44670.0
523.93,0.14327185029699432,0.14936070817473587,1640.0,44782.0
524.44,0.1547729996005858,0.16229591018780853,1635.0,45066.0
524.94,0.17026267454469007,0.17551408764942195,1640.0,45189.0
525.45,0.18182620397538,0.18860337626143953,1705.0,45329.0
525.95,0.19726459758022094,0.20126519827255637,1653.0,45624.0
526.46,0.21023284180261811,0.21305018237387782,1622.0,45911.0
526.96,0.2203426588592496,0.2248765045423575,1650.0,46110.0
527.46,0.23302479124862452,0.2361928284843489,1691.0,46347.0
527.97,0.2465596578020696,0.24681319258542797,1706.0,46289.0
528.47,0.2550937070151307,0.25635871934646476,1656.0,46528.0
528.98,0.26112169131020907,0.26492253249021863,1616.0,46733.0
529.48,0.2730362212853824,0.27284667244445326,1691.0,46492.0
529.98,0.28342591396460404,0.2799323845138135,1634.0,46446.0
530.49,0.28802984498617096,0.2860340906912785,1671.0,46641.0
530.99,0.29271986519058896,0.2912942757471747,1651.0,46881.0
531.5,0.2958709732401568,0.29645192104740037,1711.0,46936.0
532.0,0.29958405840159585,0.30116929071761284,1734.0,47122.0
