3.878878878878878833e+00,6.312727272727269856e-02
3.872579637726420998e+00,5.225454545454543548e-02
3.866180276244816305e+00,4.138181818181815852e-02
3.859922178988326902e+00,3.050909090909089544e-02
3.853684308667681968e+00,1.963636363636361848e-02
3.847347192057089416e+00,1.080000000000000057e-02
3.841149866798835522e+00,2.399999999999999790e-03
3.834853873511674394e+00,6.000000000000000992e-03
3.828696699292926109e+00,6.800000000000001356e-03
3.822559265082154489e+00,-7.600000000000005189e-03
3.816324018219869441e+00,-7.599999999999999985e-03
3.810226155358898747e+00,1.080000000000000578e-02
3.804147748189962375e+00,2.200000000000000219e-02
3.797972372813868791e+00,2.820000000000000284e-02
3.791932968410752114e+00,3.540000000000000091e-02
3.785797154546009402e+00,2.319999999999999493e-02
3.779796378711211435e+00,2.339999999999999719e-02
3.773814596140970590e+00,9.199999999999992906e-03
3.767737230713135155e+00,2.799999999999997369e-03
3.761793526074689975e+00,2.459999999999999687e-02
3.755868544600939440e+00,2.800000000000000058e-02
3.749848796419499308e+00,1.779999999999999638e-02
3.743961352657005026e+00,1.480000000000000239e-02
3.738092367056553567e+00,1.739999999999999880e-02
3.732241752949674751e+00,1.700000000000000122e-02
3.726297442678126348e+00,2.379999999999999824e-02
3.720483662876173714e+00,2.399999999999999703e-02
3.714687996165483508e+00,2.739999999999999380e-02
3.708799425734282895e+00,3.860000000000000236e-02
3.703040076449859441e+00,2.879999999999999574e-02
3.697298586677798315e+00,3.360000000000000486e-02
3.691574873474248619e+00,3.619999999999999607e-02
3.685759296138869878e+00,4.100000000000000172e-02
3.680071227185042204e+00,2.419999999999999582e-02
3.674400687468515336e+00,7.599999999999993913e-03
3.668639053254437954e+00,1.120000000000000509e-02
3.663003663003663313e+00,1.460000000000000187e-02
3.657385559226050020e+00,2.700000000000000663e-02
3.651784662504417245e+00,2.920000000000001067e-02
3.646093681084419114e+00,2.819999999999999937e-02
3.640527289275123923e+00,1.399999999999999682e-02
3.634977867675079910e+00,8.400000000000001216e-03
3.629445338797014919e+00,-5.799999999999993529e-03
3.623929625624689344e+00,1.720000000000000695e-02
