Temp, Area 
83, 439.26013333333333 
93, 480.35266666666666 
103, 435.48093333333327 
113, 399.0472 
123, 373.39593333333323 
133, 351.90599999999995 
143, 333.452 
153, 321.27233333333334 
163, 302.7668666666666 
173, 286.73726666666664 
183, 270.7178 
193, 266.7004 
203, 263.0459333333333 
213, 283.3494666666667 
223, 321.4189333333333 
233, 366.2141333333332 
243, 391.99306666666666 
253, 342.8762 
263, 212.56579999999997 
273, 174.6667333333333 
283, 145.4505333333333 
293, 117.034 
