Temperature (K), Peak Energy (eV)
2.430000000000000000e+02,2.356770947896719814e+00
2.530000000000000000e+02,2.356492899546509534e+00
2.630000000000000000e+02,2.355124307760472213e+00
2.730000000000000000e+02,2.354131779551728254e+00
2.830000000000000000e+02,2.353719851979852340e+00
2.930000000000000000e+02,2.353591634172081282e+00
2.980000000000000000e+02,2.354309950921422256e+00
