Energy (eV), initial Intensity (a.u.), Intensity (a.u.)
2.589645594469853762e+00,1.658000000000000029e-01,1.746620921659986780e-01
2.586890307506154230e+00,1.401999999999999913e-01,1.664107516140710119e-01
2.584140877357507637e+00,1.444000000000000006e-01,1.582820323084223602e-01
2.581397285369306349e+00,1.489999999999999936e-01,1.503273440284979834e-01
2.578659512966082090e+00,1.428000000000000103e-01,1.425943912480852616e-01
2.575927541651086283e+00,1.275999999999999912e-01,1.351239137958633318e-01
2.573201353005872605e+00,1.325999999999999956e-01,1.279481046073892569e-01
2.570480928689883982e+00,1.174000000000000044e-01,1.210902474498256332e-01
2.567819424311451826e+00,1.165999999999999953e-01,1.146898541445963565e-01
2.565110361804679329e+00,1.140000000000000041e-01,1.084981531713130748e-01
2.562407009423044890e+00,1.127999999999999975e-01,1.026474972129859664e-01
2.559709349131969347e+00,1.198000000000000037e-01,9.713376997756155429e-02
2.557017362972739072e+00,9.759999999999999232e-02,9.194886351732696472e-02
2.554331033062107181e+00,8.079999999999999682e-02,8.708173713948637318e-02
2.551702850087457453e+00,6.139999999999999625e-02,8.260595308294362005e-02
2.549027669284216646e+00,6.260000000000000286e-02,7.832841438674389978e-02
2.546358091874242557e+00,5.399999999999999939e-02,7.432665947300584608e-02
2.543694100270780023e+00,5.420000000000000512e-02,7.058563695859824960e-02
2.541035676960593293e+00,4.660000000000000253e-02,6.709056161009215036e-02
2.538382804503582335e+00,6.539999999999999980e-02,6.382722245349149726e-02
2.535787321063394550e+00,6.679999999999999827e-02,6.083990879110267452e-02
2.533145390288247256e+00,6.079999999999999988e-02,5.799691800944724307e-02
2.530508958818007414e+00,5.999999999999999778e-02,5.534881382189276583e-02
2.527878009499928691e+00,5.299999999999999850e-02,5.288557160240091315e-02
2.525252525252525082e+00,6.060000000000000109e-02,5.059852446787087288e-02
2.522683810066322252e+00,4.000000000000000083e-02,4.852039823018675091e-02
2.520069098668834329e+00,2.980000000000000010e-02,4.656245842368345739e-02
2.517459801851551049e+00,1.760000000000000106e-02,4.476380352873254864e-02
2.514855902812988209e+00,2.200000000000000133e-03,4.312204027595601535e-02
2.512308284539173986e+00,-1.559999999999999928e-02,4.166419744962202715e-02
2.509715025906735786e+00,-1.419999999999999908e-02,4.033323618683443135e-02
2.507127115388503746e+00,-8.800000000000000530e-03,3.916313759123949551e-02
2.504544536457281367e+00,1.999999999999996030e-04,3.815932343344323463e-02
2.502017756255044301e+00,9.800000000000001418e-03,3.734400826881563440e-02
2.499445687448348163e+00,-8.000000000000000383e-04,3.669444477541369820e-02
2.496878901373283277e+00,1.239999999999999956e-02,3.624117738092905855e-02
2.494317381771367526e+00,2.100000000000000130e-02,3.599933185026490956e-02
