Energy (eV), initial Intensity (a.u.), Intensity (a.u.)
3.026974246307823968e+00,1.760000000000000453e-02,1.258765727909942839e-03
3.023210454456797258e+00,3.100000000000000672e-02,1.283405165542981499e-03
3.019382487581571795e+00,4.240000000000000713e-02,1.309210408847382920e-03
3.015564202334630295e+00,3.679999999999999938e-02,1.335729446324096948e-03
3.011828714386340256e+00,1.959999999999999937e-02,1.362456667278049609e-03
3.008029498095722953e+00,6.600000000000001699e-03,1.390466639848845056e-03
3.004312642341425477e+00,-6.000000000000004895e-04,1.418708973181869804e-03
3.000532352514155843e+00,1.640000000000000485e-02,1.448320074497500085e-03
2.996833989897769612e+00,3.200000000000001021e-03,1.478190458525081939e-03
2.993072485457046739e+00,1.000000000000001756e-03,1.509523068212418597e-03
2.989392478302796530e+00,1.800000000000001902e-03,1.541144971069281777e-03
2.985649619570451829e+00,-1.199999999999999678e-02,1.574330790068772645e-03
2.981916121585225454e+00,-2.460000000000000381e-02,1.608506181661582476e-03
2.978263480244986106e+00,-2.339999999999999719e-02,1.643022727963942874e-03
2.974548420370858981e+00,8.000000000000041583e-04,1.679273730883260604e-03
2.970913795581963779e+00,1.119999999999999989e-02,1.715905483416441633e-03
2.967217037568796734e+00,1.779999999999999638e-02,1.754398175969951179e-03
2.963600296360029418e+00,2.079999999999999905e-02,1.793315943329123552e-03
2.959921705296827632e+00,2.899999999999999453e-02,1.834233033913971241e-03
2.956322716002288686e+00,3.119999999999999510e-02,1.875624887163408272e-03
2.952662158300790818e+00,3.339999999999999913e-02,1.919167722093840286e-03
2.949080790543915143e+00,4.860000000000000431e-02,1.963241098215118881e-03
2.945438133922420931e+00,6.479999999999999649e-02,2.009631953934928016e-03
2.941874258600237102e+00,7.699999999999999900e-02,2.056616059926453383e-03
2.938318997180161762e+00,7.420000000000000207e-02,2.105133676229134672e-03
2.934702861335289903e+00,6.439999999999998503e-02,2.156249332843514308e-03
2.931164901664145006e+00,7.940000000000001223e-02,2.208067077738135129e-03
2.927566342430824253e+00,6.380000000000000948e-02,2.262694725464075088e-03
2.924045558516282561e+00,7.740000000000001046e-02,2.318109040472123537e-03
2.920464448055771545e+00,7.560000000000000053e-02,2.376567393471592116e-03
2.916960715125852754e+00,5.560000000000000359e-02,2.435908051843581595e-03
2.913396926836144818e+00,3.219999999999999252e-02,2.498552027531923594e-03
2.909910121324478460e+00,2.500000000000000139e-02,2.562186648850480440e-03
2.906431651978248709e+00,1.580000000000000154e-02,2.628096520919959850e-03
2.902893529356681324e+00,1.240000000000000130e-02,2.697751601596538179e-03
2.899431804896298370e+00,1.419999999999999561e-02,2.768587266474782649e-03
2.895910693850860529e+00,4.200000000000001475e-03,2.843505735690605735e-03
2.892465593655237033e+00,1.379999999999999977e-02,2.919753931516736335e-03
2.888961371790689903e+00,-5.600000000000000810e-03,3.000461695174189321e-03
2.885532776394480248e+00,6.200000000000005854e-03,3.082669324002122128e-03
2.882112309408702000e+00,2.100000000000000130e-02,3.168051067274836163e-03
2.878633113566719359e+00,2.819999999999999590e-02,3.258541078466241966e-03
2.875228974888121236e+00,2.039999999999999453e-02,3.350832015859912111e-03
2.871832877854463284e+00,1.199999999999999505e-02,3.446811907756707621e-03
2.868378440897524584e+00,1.440000000000000134e-02,3.548671604531125449e-03
2.864998498186271281e+00,1.379999999999999630e-02,3.652701950864369398e-03
2.861560473542104077e+00,5.199999999999995424e-03,3.763210646749774301e-03
2.858196570164115879e+00,1.199999999999997510e-03,3.876184398049529502e-03
2.854840566363531451e+00,6.599999999999995627e-03,3.993954267340979296e-03
2.851426863200496875e+00,-4.599999999999999922e-03,4.119246885228891077e-03
2.848086728834581471e+00,-1.479999999999999892e-02,4.247531953416667366e-03
2.844754410516414644e+00,-1.679999999999999549e-02,4.381472159101931253e-03
2.841364771659677491e+00,-1.419999999999999908e-02,4.524198084191163698e-03
2.838048155268698913e+00,-1.060000000000000005e-02,4.670574121789243006e-03
2.834739272569325230e+00,-1.879999999999999727e-02,4.823658481718472169e-03
2.831373444457129906e+00,-2.820000000000000284e-02,4.987066318669379147e-03
2.828080098526661423e+00,-3.200000000000000067e-02,5.154949545115864590e-03
2.824794405084629645e+00,-2.879999999999999574e-02,5.330841406412318087e-03
2.821516337489760495e+00,-2.819999999999999937e-02,5.515238358231711220e-03
2.818181818181818343e+00,-2.959999999999999784e-02,5.712561467367850698e-03
2.814919071076706469e+00,-3.440000000000000696e-02,5.915806207901747049e-03
2.811663870119268882e+00,-3.640000000000000180e-02,6.129297187963911493e-03
2.808352584137337349e+00,-3.199999999999999373e-02,6.358217503160281878e-03
2.805112543829883620e+00,-3.019999999999999421e-02,6.594497110176126414e-03
2.801879971077367859e+00,-3.960000000000000325e-02,6.843210264036336810e-03
2.798654840092987595e+00,-2.399999999999999356e-02,7.105201708171257971e-03
2.795374106720169838e+00,-1.159999999999999573e-02,7.386949302067598658e-03
2.792163927043458393e+00,-1.479999999999999719e-02,7.678623608237632008e-03
2.788961111985785113e+00,-1.119999999999999989e-02,7.986575208677501592e-03
2.785765636232925946e+00,-3.999999999999958992e-04,8.311969987700017909e-03
2.782515034557041744e+00,3.660000000000000753e-02,8.663016946021756537e-03
2.779334304606074113e+00,5.360000000000000875e-02,9.027613330578148493e-03
2.776160838221465976e+00,6.020000000000000351e-02,9.413820089837364805e-03
2.772994610550797212e+00,5.299999999999999850e-02,9.823267240411222290e-03
2.769773727355982817e+00,5.359999999999999487e-02,1.026651138059173247e-02
2.766622043730477376e+00,5.399999999999999939e-02,1.072847201517733960e-02
2.763477524459004631e+00,3.859999999999998849e-02,1.121953348757901738e-02
2.760340145140465662e+00,2.579999999999999655e-02,1.174199938119110942e-02
2.757209881484445901e+00,1.839999999999999275e-02,1.229838324972581942e-02
2.754025541365908047e+00,-1.600000000000003112e-03,1.290344301163310649e-02
2.750909574940101354e+00,-1.499999999999999598e-02,1.353695354374603865e-02
2.747800651494670898e+00,-2.079999999999998864e-02,1.421345576165677915e-02
2.744698747177829912e+00,-3.559999999999999276e-02,1.493652273911737043e-02
2.741603838245373570e+00,-3.179999999999998800e-02,1.571005158941487373e-02
2.738515901060070590e+00,-2.519999999999999671e-02,1.653828940709051176e-02
2.735374569840289372e+00,-2.599999999999999534e-02,1.744388878183978850e-02
2.732300641209263414e+00,-6.799999999999997019e-03,1.839712960381783072e-02
2.729233613593344376e+00,9.599999999999999159e-03,1.942028560245552538e-02
2.726173463779267614e+00,1.839999999999999969e-02,2.051925613171260918e-02
2.723120168657765294e+00,5.020000000000000157e-02,2.170039545403781855e-02
2.720073705222980198e+00,3.520000000000000212e-02,2.297051459149695996e-02
2.716974517408357048e+00,2.279999999999999735e-02,2.436467262063904404e-02
2.713941781571460155e+00,2.199999999999999872e-02,2.583704258261710837e-02
2.710915808574364316e+00,3.740000000000000269e-02,2.742148514140368976e-02
2.707896575821103990e+00,4.580000000000000737e-02,2.912626327078818994e-02
2.704884060816264313e+00,4.320000000000000229e-02,3.095973039386258271e-02
2.701878241164422434e+00,3.699999999999999817e-02,3.293010933538369905e-02
2.698879094569594184e+00,4.780000000000000221e-02,3.504518528017380036e-02
2.695886598834681180e+00,5.320000000000000423e-02,3.731189122884213949e-02
2.692900731860924601e+00,3.940000000000000446e-02,3.973576246408309920e-02
2.689921471647359841e+00,4.980000000000001092e-02,4.232023645178673021e-02
2.686890574214517713e+00,6.859999999999999432e-02,4.512120597157778107e-02
2.683924590376831620e+00,7.220000000000000029e-02,4.802726532310799823e-02
2.680965147453083119e+00,6.500000000000000222e-02,5.108174439285213808e-02
2.678012223829989491e+00,5.679999999999998939e-02,5.426899330650652997e-02
2.675065797989385707e+00,6.420000000000000706e-02,5.756521800449032611e-02
2.672125848507703960e+00,6.700000000000000400e-02,6.093709525869289712e-02
2.669192354055450522e+00,5.879999999999999810e-02,6.434066274381163020e-02
2.666265293396692826e+00,6.139999999999999625e-02,6.772076035137207517e-02
2.663344645388547871e+00,6.600000000000000311e-02,7.101135285960440136e-02
2.660430388980669303e+00,5.059999999999999221e-02,7.413707326509783035e-02
2.657522503214744702e+00,4.139999999999999930e-02,7.701625864663508292e-02
2.654620967223994210e+00,5.199999999999999761e-02,7.956558174360127411e-02
2.651725760232667373e+00,5.279999999999999971e-02,8.170611150479559215e-02
2.648836861555550648e+00,7.779999999999999416e-02,8.337030635802795964e-02
2.645954250597473578e+00,8.899999999999999578e-02,8.450914323529098993e-02
2.643077906852818959e+00,9.839999999999998748e-02,8.509843015444761016e-02
2.640207809905037450e+00,9.679999999999998328e-02,8.514344234169313186e-02
2.637343939426164852e+00,9.420000000000000595e-02,8.468139760598196453e-02
2.634486275176340708e+00,1.005999999999999950e-01,8.378188657964914798e-02
2.631634797003331805e+00,1.100000000000000006e-01,8.254605450449324644e-02
2.628789484842060542e+00,9.179999999999999272e-02,8.110590322601581026e-02
2.625950318714131537e+00,8.580000000000001514e-02,7.962529085807849849e-02
2.623117278727364887e+00,8.920000000000000151e-02,7.830348590516281182e-02
2.620290345075333427e+00,8.319999999999999618e-02,7.737871863942380468e-02
2.617469498036897768e+00,7.780000000000000804e-02,7.711781243014111109e-02
2.614654717975751108e+00,7.219999999999998641e-02,7.774677973749670457e-02
2.611845985339961373e+00,7.000000000000000666e-02,7.922027782247044458e-02
2.609043280661518693e+00,7.660000000000001530e-02,8.075326036837912613e-02
2.606246584555887313e+00,6.840000000000000246e-02,8.056439105514780208e-02
2.603455877721556178e+00,7.140000000000000513e-02,7.704226156277788062e-02
2.600671140939597059e+00,8.079999999999999682e-02,7.062591763289093050e-02
2.597892355073222692e+00,8.580000000000001514e-02,6.325731790026546675e-02
2.595173813859065426e+00,8.340000000000000191e-02,5.654924459556637945e-02
2.592406756982772897e+00,5.899999999999998995e-02,5.073490788578230437e-02
2.589645594469853762e+00,4.359999999999999293e-02,4.592694789759189239e-02
2.586890307506154230e+00,2.659999999999999171e-02,4.193747630907909696e-02
2.584140877357507637e+00,1.639999999999999097e-02,3.857946774799959899e-02
2.581397285369306349e+00,2.000000000000055119e-04,3.570579683972013862e-02
2.578659512966082090e+00,-1.460000000000000013e-02,3.320857900548963848e-02
2.575927541651086283e+00,-2.820000000000000284e-02,3.100993490601328464e-02
2.573201353005872605e+00,-1.879999999999999727e-02,2.905323941084802380e-02
2.570480928689883982e+00,-1.019999999999998859e-02,2.729660128320266985e-02
2.567819424311451826e+00,-1.280000000000000061e-02,2.573804692339362252e-02
2.565110361804679329e+00,-2.220000000000001139e-02,2.429110836459865211e-02
2.562407009423044890e+00,-1.999999999999999695e-02,2.296911426474007242e-02
2.559709349131969347e+00,-1.179999999999999799e-02,2.175644460765582128e-02
2.557017362972739072e+00,4.000000000000005287e-03,2.064030776553603050e-02
2.554331033062107181e+00,1.320000000000000687e-02,1.961007258761056013e-02
2.551702850087457453e+00,8.599999999999996536e-03,1.867479743025800970e-02
2.549027669284216646e+00,2.100000000000000130e-02,1.778958709095270624e-02
2.546358091874242557e+00,2.640000000000000333e-02,1.696735875815390607e-02
2.543694100270780023e+00,1.160000000000000267e-02,1.620251558420656920e-02
2.541035676960593293e+00,2.040000000000000493e-02,1.549024557646744987e-02
2.538382804503582335e+00,4.340000000000000108e-02,1.482642239338977097e-02
2.535787321063394550e+00,4.359999999999999293e-02,1.421925682633886322e-02
2.533145390288247256e+00,5.980000000000001287e-02,1.364155866771940388e-02
2.530508958818007414e+00,5.779999999999999721e-02,1.310348074944926375e-02
2.527878009499928691e+00,4.739999999999999075e-02,1.260312472217928713e-02
2.525252525252525082e+00,6.199999999999999956e-02,1.213911620956776606e-02
2.522683810066322252e+00,5.359999999999999487e-02,1.171868371106450646e-02
2.520069098668834329e+00,4.559999999999999470e-02,1.132474313807175538e-02
2.517459801851551049e+00,4.559999999999999470e-02,1.096638449289725169e-02
2.514855902812988209e+00,2.819999999999999590e-02,1.064461184364519711e-02
2.512308284539173986e+00,2.859999999999999348e-02,1.036634429563455459e-02
2.509715025906735786e+00,2.619999999999999413e-02,1.012297222910043919e-02
2.507127115388503746e+00,9.999999999999959008e-04,9.923923644869200866e-03
2.504544536457281367e+00,-5.599999999999999943e-03,9.773720237952495879e-03
2.502017756255044301e+00,-1.599999999999998776e-03,9.679365275667156307e-03
2.499445687448348163e+00,-5.999999999999983211e-04,9.643968130345124609e-03
2.496878901373283277e+00,5.400000000000002021e-03,9.678427950905071561e-03
2.494317381771367526e+00,1.500000000000000291e-02,9.792847390783471911e-03
2.491811185016980623e+00,1.799999999999999864e-02,9.994143321980777581e-03
2.489260047376239626e+00,2.060000000000000026e-02,1.030406941701808576e-02
2.486714128145994351e+00,1.559999999999999408e-02,1.073566188846552388e-02
2.484223179404988713e+00,2.260000000000000203e-02,1.129476490510839676e-02
2.481687547532321680e+00,4.460000000000000075e-02,1.202451504863661508e-02
2.479157086590559000e+00,4.100000000000000172e-02,1.293905429210162952e-02
2.476631780778141501e+00,4.460000000000000075e-02,1.406524739783072964e-02
2.474160980086994588e+00,5.220000000000000334e-02,1.540375046464097578e-02
2.471645837070700846e+00,5.460000000000000270e-02,1.704081740586726665e-02
2.469135802469135665e+00,6.139999999999998931e-02,1.898876840005861780e-02
2.466679928386712017e+00,6.720000000000000973e-02,2.123899817585889541e-02
2.464179964627094321e+00,7.359999999999999876e-02,2.392446107383506756e-02
2.461685063130310436e+00,7.919999999999999263e-02,2.705099291699156888e-02
2.459243980802030549e+00,7.820000000000000562e-02,3.059358178643924869e-02
2.456759059299030934e+00,7.099999999999999367e-02,3.474792073673572262e-02
2.454327731924073941e+00,6.939999999999998948e-02,3.940766547557861960e-02
2.451852730652113621e+00,6.939999999999998948e-02,4.482190041052148965e-02
2.449382716049382847e+00,6.179999999999999383e-02,5.097286267673910298e-02
2.446965959546127500e+00,7.080000000000000182e-02,5.779206087595056829e-02
2.444505776130584174e+00,8.039999999999999925e-02,6.563652285411122889e-02
2.442050534690903607e+00,8.980000000000000482e-02,7.447630614851614983e-02
2.439648218466563101e+00,1.038000000000000173e-01,8.422044464293278188e-02
2.437202720232713560e+00,9.900000000000000466e-02,9.539583592684161562e-02
2.434809927741124813e+00,1.160000000000000059e-01,1.077286917360936735e-01
2.432374114831597378e+00,1.237999999999999934e-01,1.219236001895814270e-01
2.429943170683911191e+00,1.481999999999999984e-01,1.380195672514777649e-01
2.427564604541895044e+00,1.872000000000000053e-01,1.559765986137325866e-01
2.425143259470771362e+00,2.159999999999999976e-01,1.769389355254445961e-01
2.422774076317383507e+00,2.220000000000000029e-01,2.006020650800536542e-01
2.420362273579012680e+00,2.345999999999999752e-01,2.285661535780521558e-01
2.418002418002417553e+00,2.433999999999999775e-01,2.605036443219474473e-01
2.415600101299359093e+00,2.614000000000000212e-01,2.986257314917347694e-01
2.413202553323991584e+00,3.104000000000000092e-01,3.434366892766880786e-01
2.410856631799976668e+00,3.661999999999999700e-01,3.950457791633407711e-01
2.408468485966786421e+00,4.286000000000000365e-01,4.568251130819528938e-01
2.406131755117880910e+00,5.106000000000000538e-01,5.276765892256005674e-01
2.403752956228434101e+00,5.794000000000000261e-01,6.117784351761911266e-01
2.401425362150437781e+00,6.727999999999999536e-01,7.070405096573953996e-01
2.399055855437537410e+00,7.990000000000000435e-01,8.183034885345389364e-01
2.396737344646964640e+00,9.304000000000000048e-01,9.418870982374303313e-01
2.394377075770448560e+00,1.096600000000000019e+00,1.082982000525197108e+00
2.392067595200431995e+00,1.261399999999999855e+00,1.235736526640837329e+00
2.389716510243018899e+00,1.422800000000000065e+00,1.405254142285746521e+00
2.387416007239261617e+00,1.577599999999999891e+00,1.583169641409453376e+00
2.385074052702442771e+00,1.776400000000000201e+00,1.774042010328409802e+00
2.382782475019216140e+00,1.963399999999999812e+00,1.967133360373566786e+00
2.380449597819201291e+00,2.161399999999999988e+00,2.166114031529287942e+00
2.378166893615389021e+00,2.345600000000000129e+00,2.358661210300434075e+00
2.375843041079092721e+00,2.547999999999999599e+00,2.547430757760356101e+00
2.373569158914283772e+00,2.730999999999999872e+00,2.719931521295436472e+00
2.371254278775362323e+00,2.881199999999999761e+00,2.877920043407569128e+00
2.368989167605983770e+00,3.019399999999999640e+00,3.010535172500374834e+00
2.366728379745385968e+00,3.123199999999999310e+00,3.117068963610636345e+00
2.364426817176416673e+00,3.213999999999999968e+00,3.195565576597767077e+00
2.362174724730444986e+00,3.256799999999999695e+00,3.240724174614421305e+00
2.359882005899704982e+00,3.268399999999999750e+00,3.253239076866863311e+00
2.357638558798364592e+00,3.234799999999999898e+00,3.232727732311040381e+00
2.355354632830604089e+00,3.189200000000000035e+00,3.179680274248666727e+00
2.353119781387581266e+00,3.094800000000000217e+00,3.098526979146580818e+00
2.350889166951048104e+00,2.973000000000000309e+00,2.991746053827216478e+00
2.348618292706024846e+00,2.834999999999999964e+00,2.860480952610529481e+00
2.346396200351959394e+00,2.695200000000000262e+00,2.714326332984328793e+00
2.344133993723770182e+00,2.532399999999999984e+00,2.552236710997219049e+00
2.341920374707259889e+00,2.352600000000000247e+00,2.385232613868499385e+00
2.339710932488018535e+00,2.184799999999999631e+00,2.214608962397322856e+00
2.337461592112952236e+00,2.030800000000000161e+00,2.040952938572850428e+00
2.335260551046158817e+00,1.890800000000000036e+00,1.874561614587129998e+00
2.333019755409219353e+00,1.727200000000000069e+00,1.711712059171319522e+00
2.330827067669173136e+00,1.572200000000000042e+00,1.560977556303509761e+00
2.328638497652582018e+00,1.425200000000000022e+00,1.420587862165604509e+00
2.326410386296692501e+00,1.310000000000000275e+00,1.288970167643903153e+00
2.324230098779779041e+00,1.188799999999999857e+00,1.171641296025107470e+00
2.322053894121832940e+00,1.097599999999999909e+00,1.065799392563737680e+00
2.319838359649779136e+00,1.014199999999999990e+00,9.691923832199949018e-01
2.317670367462898451e+00,9.193999999999999950e-01,8.848693622111214463e-01
2.315506423662981650e+00,8.401999999999999469e-01,8.099279947555063641e-01
2.313303359886573762e+00,7.600000000000000089e-01,7.421248249525926877e-01
2.311147559316347966e+00,6.977999999999998648e-01,6.830862507058352850e-01
2.308995773048060585e+00,6.329999999999998961e-01,6.304151586042756605e-01
2.306805074971165048e+00,5.834000000000001407e-01,5.822955125115882868e-01
2.304661363467400470e+00,5.315999999999999615e-01,5.397709050349256410e-01
2.302521632562112508e+00,4.747999999999999998e-01,5.011218576434257610e-01
2.300385871178391550e+00,4.388000000000000234e-01,4.657318044002169977e-01
2.298211472523399301e+00,4.138000000000000012e-01,4.324612705797762358e-01
2.296083695954078685e+00,3.976000000000000090e-01,4.021943306078253344e-01
2.293959855702525363e+00,3.656000000000000361e-01,3.739258224992347279e-01
2.291797582523195320e+00,3.303999999999999715e-01,3.468882156357323554e-01
2.289681660388507289e+00,3.039999999999999925e-01,3.219464763033192400e-01
2.287569641737077220e+00,2.959999999999999853e-01,2.984107076427969241e-01
2.285461515777057251e+00,2.859999999999999765e-01,2.761754049006464595e-01
2.283315226398070052e+00,2.436000000000000110e-01,2.547549247469508837e-01
2.281214930919660766e+00,2.275999999999999968e-01,2.349311247310398310e-01
2.279118495781792486e+00,1.971999999999999864e-01,2.162285055269098644e-01
2.277025910351285987e+00,1.621999999999999831e-01,1.986121036893761516e-01
2.274937164033977055e+00,1.227999999999999647e-01,1.820516968745429509e-01
2.272810586898346585e+00,1.093999999999999834e-01,1.662187028574264591e-01
2.270729563433929066e+00,9.779999999999998417e-02,1.517054391577076500e-01
2.268652347323356189e+00,9.739999999999997271e-02,1.381620456553396825e-01
2.266578928127513048e+00,9.540000000000001257e-02,1.255575060636043849e-01
2.264467941342975355e+00,8.120000000000000828e-02,1.136337492027130885e-01
2.262402160229159520e+00,8.679999999999998828e-02,1.028225740132904936e-01
2.260340144734683143e+00,8.339999999999998803e-02,9.284409744541226306e-02
2.258281884572656661e+00,1.021999999999999992e-01,8.365955986964637714e-02
2.256227369493622348e+00,1.184000000000000052e-01,7.522895581767832796e-02
2.254176589285389554e+00,1.181999999999999995e-01,6.751143475081305967e-02
2.252088630584816453e+00,1.035999999999999976e-01,6.033135988413826367e-02
2.250045363817818611e+00,9.319999999999999118e-02,5.392827402316038160e-02
2.248005801305293705e+00,9.819999999999998175e-02,4.811380230722071827e-02
2.245969932983155282e+00,8.319999999999998230e-02,4.284757956555342029e-02
2.243937748823742417e+00,7.799999999999999989e-02,3.809017819965887508e-02
2.241909238835653628e+00,9.160000000000000087e-02,3.380335479525400921e-02
2.239884393063583889e+00,8.780000000000000304e-02,2.995025524602255504e-02
2.237822814964537610e+00,7.220000000000000029e-02,2.643031627885041382e-02
2.235805340689854148e+00,6.079999999999999294e-02,2.334741130517671570e-02
2.233791500783628425e+00,6.600000000000000311e-02,2.059684756571669023e-02
2.231781285434027318e+00,6.219999999999999141e-02,1.814864903269997054e-02
2.229774684864505030e+00,6.459999999999997689e-02,1.597470365796686137e-02
2.227771689333644556e+00,4.119999999999998663e-02,1.404876859567105209e-02
2.225772289135000026e+00,2.939999999999999211e-02,1.234645356973330423e-02
2.223776474596940389e+00,2.079999999999999558e-02,1.084518565240953809e-02
2.221784236082492647e+00,-2.200000000000000133e-03,9.524158559366301124e-03
2.219755826859045378e+00,-1.160000000000000267e-02,8.342592524031891901e-03
2.217770782658463169e+00,-5.999999999999996655e-03,7.329074355873530823e-03
2.215789285586648116e+00,-1.219999999999999904e-02,6.442994905271518837e-03
2.213811326144397462e+00,-1.960000000000000284e-02,5.669922977344410246e-03
2.211836894866397785e+00,-9.599999999999993955e-03,4.996799962934729035e-03
2.209865982321072231e+00,-2.199999999999997530e-03,4.411848938094929326e-03
2.207898579110430415e+00,2.340000000000000413e-02,3.904483601369883837e-03
2.205934675869920980e+00,2.679999999999999744e-02,3.465218271589725913e-03
2.203974263268280609e+00,4.779999999999999527e-02,3.085579958077031525e-03
2.202017332007387473e+00,4.239999999999999325e-02,2.758023320869013289e-03
2.200063872822114242e+00,5.299999999999999156e-02,2.475849161843780583e-03
2.198113876480181528e+00,5.600000000000000117e-02,2.233126929054115098e-03
2.196167333782012676e+00,6.479999999999999649e-02,2.024621576142238838e-03
2.194224235560588987e+00,7.340000000000000691e-02,1.845724996073468474e-03
2.192284572681305388e+00,6.779999999999999916e-02,1.692392142901638467e-03
2.190348336041828770e+00,7.720000000000001861e-02,1.561081865933120318e-03
2.188415516571952768e+00,5.719999999999999390e-02,1.448702406375364411e-03
2.186486105233460098e+00,5.279999999999999277e-02,1.352561446107358040e-03
2.184560093019978222e+00,4.059999999999999720e-02,1.270320550281205498e-03
2.182637470956839909e+00,5.899999999999999689e-02,1.199953808727235701e-03
2.180718230100946009e+00,6.039999999999998842e-02,1.139710454256005149e-03
2.178802361540624233e+00,5.899999999999998995e-02,1.088081217642920470e-03
2.176889856395491929e+00,5.719999999999999390e-02,1.043768168113679267e-03
2.174980705816319304e+00,4.099999999999999478e-02,1.005657783366352984e-03
2.173074900984893532e+00,2.819999999999999937e-02,9.727969935052070867e-04
2.171172433113881528e+00,1.040000000000000299e-02,9.443719477523206899e-04
2.169273293446695394e+00,-2.886579864025406873e-18,9.196892605763767837e-04
2.167377473257358744e+00,1.900000000000000647e-02,8.981595041634742515e-04
2.165484963850372147e+00,1.039999999999999779e-02,8.792827262807464831e-04
2.163595756560580785e+00,-1.200000000000000719e-02,8.626357859712812737e-04
2.161747528808772412e+00,-1.999999999999998307e-03,8.481404851384984327e-04
2.159864834265210476e+00,-2.120000000000000356e-02,8.349084924134172071e-04
2.157985416195332462e+00,-2.560000000000000123e-02,8.229990923697590166e-04
2.156109266053450657e+00,-1.799999999999999864e-02,8.121988886006236167e-04
2.154236375323569597e+00,-1.100000000000000283e-02,8.023290946259848452e-04
2.152366735519258611e+00,-4.600000000000002524e-03,7.932402027686207566e-04
2.150500338183520821e+00,1.019999999999999553e-02,7.848074168299121623e-04
2.148637174888669232e+00,-4.600000000000002524e-03,7.769267496779733943e-04
2.146777237236197511e+00,9.999999999999972019e-04,7.695116977664066783e-04
2.144920516856653414e+00,1.559999999999999581e-02,7.624904146480987336e-04
2.143104044244728446e+00,1.640000000000000138e-02,7.559341160462430256e-04
2.141253669487134914e+00,4.039999999999999841e-02,7.495265775442786025e-04
2.139406487232573983e+00,3.979999999999999510e-02,7.433637877671064615e-04
2.137562489225995233e+00,4.119999999999999357e-02,7.374118780389558783e-04
2.135721667240785493e+00,4.759999999999999648e-02,7.316428807195728048e-04
2.133884013078644060e+00,4.159999999999999115e-02,7.260337141265587289e-04
2.132086177547757089e+00,2.819999999999999590e-02,7.206734286878632191e-04
2.130254771598893537e+00,2.520000000000000365e-02,7.153277560394665771e-04
2.128426509208877437e+00,1.880000000000000074e-02,7.100944211923672063e-04
